# units: length=mm, velocity=mm/s
x y z u v w
13.519012 -0.081445 -4.769245 -0.611563 5.477210 0.215748
-12.716994 1.711935 13.603511 0.039465 4.124664 -0.042217
7.707088 12.536169 -3.863156 2.088200 8.611576 -1.046704
-15.068817 -7.496978 15.900446 0.753945 3.662251 -0.795555
-10.503895 7.862389 2.092173 -2.111798 7.664661 0.420629
5.274559 -6.234364 6.075022 -1.732267 9.628770 -1.995155
2.237527 1.076634 6.739470 -0.216252 12.264688 -0.651356
4.265198 -5.468964 -1.629223 -2.399695 13.701443 0.916637
11.137811 -10.846102 -9.088167 -1.396878 5.588659 1.139816
-6.871624 -6.547898 -6.097082 1.875592 8.626344 1.664183
-3.907630 0.932086 3.923942 0.373396 16.884479 -0.374955
11.452926 -11.507093 6.024026 -1.645999 6.046204 -0.865765
-9.241308 -2.844599 4.812258 1.794228 7.879746 -0.934314
-13.062762 -4.178848 8.901917 1.130721 5.081655 -0.770555
7.868318 -5.217421 -10.176581 -1.174713 6.357019 1.519328
-10.850942 5.457601 -13.638985 -0.461874 4.479536 -0.580548
-8.609723 10.426387 -2.713013 -2.415783 8.769730 -0.761238
5.189911 2.906567 -11.788078 0.139347 6.123305 -0.316505
-5.513990 1.161406 -0.913173 0.417480 16.796147 0.069139
1.499778 9.522815 -1.531860 1.045596 16.138396 -1.067962
-0.413133 5.440206 3.751101 -0.033045 19.655916 0.300040
-9.398823 -10.805350 10.116058 1.256262 5.787717 -1.352129
-13.359422 3.498509 -7.456385 -0.369577 5.092303 -0.206274
14.230982 9.287162 -4.876516 1.516341 5.397171 -0.519603
-10.045071 -7.525566 8.837638 1.469733 6.101320 -1.293068
-1.051149 -5.757264 -2.280353 0.703955 15.546548 1.527153
3.270098 -0.243057 -3.519001 -0.408215 18.620384 0.439287
-0.019414 -2.235091 11.822714 0.002620 6.859185 -1.595461
-8.855128 -11.855067 -9.372293 1.262490 6.030203 1.336223
12.621621 -12.384211 11.032193 -1.198662 4.819412 -1.047716
-4.056265 -7.514706 9.730866 0.885390 7.576333 -2.124026
10.518095 7.305700 8.854168 1.157198 5.868268 0.974133
-12.773550 7.947781 6.327567 -1.384232 5.669785 0.685700
-15.112157 9.766623 -5.099053 -1.451544 5.085747 -0.489771
-10.937271 10.236798 -9.551907 -1.321874 5.622307 -1.154439
15.202552 -5.187550 -15.613272 -0.646057 3.625612 0.663511
-11.816204 -10.360135 7.781918 1.534901 5.691919 -1.010855
11.195744 10.282288 15.565869 0.719532 4.191756 1.000393
10.170209 12.405554 12.730374 1.024902 5.014455 1.282903
10.884529 -1.464496 11.207283 -0.622783 5.037524 -0.641250
-14.695898 -12.472573 9.099532 1.323765 4.685045 -0.819660
6.569016 14.722538 11.753447 0.914202 5.917583 1.635713
7.069498 6.096126 -11.536514 0.672569 5.916244 -1.097546
15.412744 9.506170 11.188480 0.951055 4.199677 0.690394
11.486487 3.864353 -14.694622 0.226525 4.132895 -0.289792
-14.885631 2.051773 6.199144 -0.012461 4.800288 0.005189
-0.138902 9.939689 2.113988 -0.093874 15.619086 1.428693
0.792167 -10.316298 5.632357 -0.253266 9.716446 -1.800738
-14.588939 -1.612511 -5.708679 0.859181 5.028142 0.336199
11.745832 9.986777 -14.804194 0.766353 4.249105 -0.965895
14.514708 -7.749092 -8.810621 -1.321767 4.801639 0.802330
0.643024 3.035501 10.317703 0.034217 7.831277 0.549034
-6.259447 6.878047 -5.805840 -1.785994 9.676811 -1.656567
9.450131 7.233460 7.555817 1.386176 6.729733 1.108312
-11.652918 1.652211 14.933818 0.041586 4.051884 -0.053294
-2.863149 -1.022145 10.901769 0.333400 7.172159 -1.269459
5.924139 2.428216 6.969516 0.173909 9.016873 0.204597
6.769810 14.311647 -11.101954 1.003769 6.122619 -1.646102
12.846123 17.541703 2.389966 1.680263 5.801237 0.312606
-15.125819 10.902539 -8.544056 -1.268691 4.672866 -0.716640
7.030753 -0.169803 9.194633 -0.574288 6.928666 -0.751039
-11.357694 4.158650 15.087465 -0.249236 4.084174 0.331083
1.681196 -11.490620 4.357439 -0.512906 9.584069 -1.329386
4.277054 14.039965 -3.351886 1.435556 9.990031 -1.125031
6.029626 1.382014 4.295909 -0.372843 11.657739 -0.265638
-7.969320 -7.830801 2.566310 2.319862 8.960203 -0.747051
9.377975 2.743108 10.496035 0.163166 5.557215 0.182619
1.096530 -4.706543 -8.555188 -0.334326 9.388541 2.608432
8.599186 16.853593 9.262376 1.206481 6.013799 1.299528
13.347322 12.978909 -9.417935 1.348428 5.001698 -0.951458
-15.865596 -10.147228 -1.117010 1.690703 5.119996 0.119033
7.236128 5.961048 -2.983954 2.149861 10.652158 -0.886536
-2.532942 -7.368397 5.318678 1.045067 11.103558 -2.194434
-1.194269 -7.875744 -0.554778 0.669160 13.693174 0.310848
9.813482 9.047809 11.342709 1.035997 5.407044 1.197436
10.292286 11.789711 -8.927824 1.458099 5.989591 -1.264797
-8.012520 -3.473827 14.085334 0.601181 4.920442 -1.056826
-4.357996 3.319099 -12.912187 -0.145583 5.765440 -0.431344
-11.528807 16.850293 5.636765 -1.588108 5.949586 0.776472
5.815678 -6.268374 0.943618 -2.610314 11.695549 -0.423534
13.334993 10.738534 -5.557410 1.656558 5.657491 -0.690377
5.552837 0.455222 -10.039705 -0.337319 6.975318 0.609884
-6.223671 4.723091 12.159149 -0.409798 5.795380 0.800620
15.260795 -6.167728 -5.645894 -1.432184 4.989468 0.529852
10.363254 -6.378999 6.227857 -1.809562 6.757923 -1.087467
5.106854 11.981182 5.946888 1.579881 9.303127 1.839758
7.668030 5.680939 7.278254 1.207914 7.724948 1.146514
11.246395 9.030905 2.990283 2.040461 7.040551 0.542534
3.675749 8.637893 2.389400 2.199032 14.640720 1.429469
-7.871397 11.740576 -7.304920 -1.662487 7.435387 -1.542843
2.360524 -4.400611 12.400719 -0.349799 6.468026 -1.837625
14.739248 9.080859 8.442581 1.163241 4.734593 0.666300
9.342222 5.297528 9.014495 0.827470 6.151475 0.798443
-12.836613 16.434241 -10.345898 -1.251988 4.889893 -1.009062
-10.458300 -7.254557 3.164163 2.171029 7.371810 -0.656846
-0.139287 12.287811 -15.328341 -0.015828 5.330975 -1.741858
-12.655527 6.805314 4.299565 -1.394502 6.027998 0.473765
6.217252 -3.433287 8.889239 -1.177740 7.561046 -1.683897
3.860031 -5.122848 11.630667 -0.634016 6.680729 -1.910356
11.246508 -0.207502 8.290482 -0.575679 5.635939 -0.424368
-12.611064 5.243886 4.568236 -1.014268 5.933648 0.367409
-14.164018 12.849428 12.352638 -1.067942 4.335308 0.931367
-0.605591 -13.523932 -13.361124 0.077072 5.708485 1.700434
-12.872875 6.822045 -4.980415 -1.315349 5.822368 -0.508898
5.151177 7.982664 3.948659 2.282268 12.055859 1.749483
-12.462656 6.590578 2.169282 -1.517594 6.388670 0.264156
-0.674504 4.842645 -13.616195 -0.046381 5.812455 -0.936299
12.694166 3.238174 -5.111928 0.394217 5.737600 -0.158751
-13.913607 0.305379 -14.774598 0.196741 3.780677 0.208916
4.835268 13.298949 1.121111 1.822164 10.667763 0.422489
1.756606 1.363696 -4.652522 -0.003612 19.919849 0.009568
-13.170909 0.630968 13.921395 0.177757 4.010135 -0.187886
-11.576239 6.035144 7.256723 -1.062449 5.851101 0.666011
13.406456 -4.983157 6.552224 -1.425535 5.434619 -0.696711
-1.541962 4.862341 5.774513 -0.489925 14.374564 1.834725
5.208113 -9.174153 -2.379181 -1.855414 10.269962 0.847594
-5.278926 -11.811369 -0.304791 1.497316 9.182031 0.086451
-10.148396 -4.923514 -0.028699 2.371326 8.059778 0.006706
-2.895751 -0.430709 -8.591142 0.457233 9.130024 1.356522
4.290828 -6.278803 8.029796 -1.193713 8.733374 -2.233898
14.287196 9.886389 -14.217308 0.788990 3.962365 -0.785131
-13.633757 12.963571 -10.452601 -1.244711 4.754886 -0.954283
11.257813 16.524191 -12.945903 1.026273 4.715574 -1.180161
9.073650 10.461812 -5.299661 2.022854 7.700029 -1.181491
11.236722 -13.102133 0.326711 -1.772759 6.459948 -0.051544
13.768608 0.673696 -0.884358 -0.447409 5.688838 0.028737
2.920413 9.191840 0.292241 1.968417 15.836386 0.196976
-4.549924 16.145075 -5.997115 -1.059043 8.124980 -1.395892
-9.591386 12.391035 4.107659 -2.071042 7.532639 0.886956
15.767517 2.555849 -12.407342 0.076246 3.816619 -0.059998
-14.867334 -0.741864 -6.007916 0.643038 4.874013 0.259853
11.567538 15.339664 -1.376908 1.917364 6.558469 -0.228228
13.027649 13.518454 -1.594806 1.940237 6.127766 -0.237518
10.405483 7.993299 12.086062 0.864329 5.026343 1.003926
15.210651 -11.122213 9.752219 -1.276935 4.516336 -0.818699
-8.090498 -12.942538 4.789265 1.515655 7.161156 -0.897210
14.221035 2.889679 9.968320 0.165533 4.442143 0.116031
-2.650852 15.172315 5.584599 -0.749690 9.082519 1.579387
-6.956078 -7.609315 7.649150 1.558971 7.689316 -1.714300
-3.985876 -0.327720 13.136918 0.224517 5.748920 -0.739978
9.221770 6.198436 1.845137 2.031561 8.779180 0.406485
10.870946 16.556192 12.062370 1.084213 4.951232 1.203039
12.155085 1.165573 -2.980934 -0.324222 6.318376 0.079513
-5.806186 4.428322 -2.386625 -1.554166 13.842294 -0.638838
-3.536723 -4.414887 1.761175 2.226490 15.454810 -1.108721
-7.535066 3.712493 14.730693 -0.191263 4.687985 0.373910
-0.363892 -11.215422 15.314505 0.040894 5.267706 -1.721037
-2.038455 -4.291505 -3.464465 1.274673 15.481555 2.166376
5.503831 1.958767 -6.610495 -0.017707 9.701119 0.021267
9.114074 -2.830371 11.959747 -0.754142 5.307131 -0.989606
-9.157186 14.039636 -2.607938 -2.043788 7.746082 -0.582065
-15.828243 2.096025 14.193346 -0.011206 3.592837 0.010049
10.743685 5.105671 -10.369443 0.629622 5.275856 -0.607690
14.988133 9.256503 7.151513 1.266075 4.856344 0.604101
-14.624378 17.308399 -14.402492 -0.962001 3.973261 -0.947405
9.932470 3.843706 1.748789 0.971358 8.075645 0.171025
-11.171645 -11.696640 -6.257121 1.617206 6.077583 0.905780
-15.787596 -0.896260 15.920910 0.282268 3.423313 -0.284651
8.391860 11.984263 -10.544178 1.213625 6.048228 -1.524892
8.060289 6.563872 -6.649849 1.503148 7.850172 -1.240118
6.161546 -4.290549 -2.198256 -2.708401 11.865019 0.966277
6.793959 -13.640853 6.811042 -1.191755 6.928960 -1.194752
-0.206573 -1.955329 6.085790 0.084169 13.573119 -2.479677
-9.564126 -7.473693 -6.090509 1.865414 7.117472 1.187910
-4.564410 -8.036205 12.504555 0.674827 6.117523 -1.848740
-8.695272 9.653237 6.461521 -1.834898 7.537285 1.363526
-3.436237 17.809566 13.098474 -0.425641 5.630530 1.622485
10.503806 -7.441858 11.899146 -1.094317 5.143975 -1.239687
2.140359 16.057050 -15.331954 0.232690 5.183282 -1.666818
-11.505328 3.333083 -9.552684 -0.302219 5.215228 -0.250927
-11.446060 11.635975 7.626150 -1.591750 5.938000 1.060533
-14.998346 6.694980 15.722278 -0.456416 3.573549 0.478446
-15.148643 -3.792079 -1.885948 1.370084 5.260926 0.170570
-3.543091 3.338942 -8.742592 -0.298077 8.706942 -0.735506
-4.037394 -13.335219 -13.680690 0.476670 5.459628 1.615193
-6.555563 -3.453716 -11.658143 0.783183 6.051397 1.392781
-7.624126 8.466713 -9.596996 -1.208514 6.671869 -1.521237
-1.374037 -13.924085 3.706385 0.337030 8.618547 -0.909118
-0.621383 -6.377444 -3.659907 0.356364 13.801836 2.098963
-14.561955 2.052109 -14.433626 -0.006210 3.730493 -0.006155
1.415413 -0.350443 -13.359794 -0.085133 5.886820 0.803556
11.363364 -0.289690 -2.550018 -0.959985 6.886265 0.215427
-7.379585 -7.868602 4.668739 2.043358 8.697241 -1.292743
-5.453858 -5.367468 -13.673166 0.613255 5.524638 1.537468
3.700240 -12.283529 14.577377 -0.418412 5.301115 -1.648366
2.105690 -9.402660 -10.967056 -0.399464 7.016054 2.080525
-10.008334 11.619841 11.288566 -1.162170 5.417881 1.310830
-5.496891 -2.067262 6.334632 1.474682 9.908978 -1.699428
-5.305871 2.412220 -7.363238 -0.152496 9.100567 -0.211627
2.205226 -9.291175 5.060559 -0.791765 10.336175 -1.816944
15.436429 -8.023826 -14.644208 -0.851568 3.789719 0.807864
0.237330 12.507439 -4.314528 0.102835 11.580444 -1.869480
-6.186379 -6.597690 7.511034 1.551906 8.218225 -1.884207
-0.235122 10.348268 14.920083 -0.026931 5.467611 1.708973
1.384468 12.582938 11.974496 0.240376 6.664482 2.079052
3.580746 0.904827 9.801170 -0.196813 7.749553 -0.538715
-3.164097 10.078534 11.863008 -0.533984 6.663276 2.002043
3.524905 10.588089 -10.182474 0.753577 7.517954 -2.176875
-8.622557 17.858169 6.013664 -1.386177 6.582077 0.966767
-1.359329 10.386429 -12.361005 -0.225219 6.574996 -2.048018
-13.294269 17.574388 -12.819115 -1.054188 4.383830 -1.016510
15.509312 -6.967696 7.604164 -1.321593 4.702545 -0.647973
8.722210 -11.850790 1.620692 -1.847940 7.634690 -0.343370
3.362900 12.900361 4.829071 1.210722 10.307746 1.738577
14.030537 -7.321166 5.072802 -1.656110 5.478371 -0.598774
-11.155496 -2.113995 10.568824 0.770513 5.153957 -0.729992
-9.195051 2.395919 -11.110911 -0.079995 5.409893 -0.096663
-10.098531 -2.789006 -4.125076 1.767261 7.503098 0.721896
12.149410 -5.756342 4.942180 -1.782472 6.236531 -0.725080
11.727659 11.095403 -6.547085 1.696234 6.085513 -0.946940
-11.740981 -8.280878 -12.444980 1.066924 4.770237 1.130897
14.498898 -6.582524 -4.835749 -1.591810 5.336952 0.530909
-3.431425 11.534032 12.104909 -0.561145 6.468997 1.979529
-7.693864 12.183123 -5.577916 -1.894327 8.123128 -1.373354
-15.250748 10.452404 -2.896552 -1.610666 5.249053 -0.305911
-10.151329 11.713224 -15.498752 -0.761680 4.382327 -1.162911
-0.655439 -8.283776 11.134154 0.129056 7.147558 -2.192311
9.476164 8.639920 0.477551 2.472013 8.610793 0.124577
-6.167195 -2.735174 -4.830667 2.003547 10.546524 1.569347
9.613322 -4.227047 -7.130445 -1.576976 6.834795 1.169683
12.363066 8.713205 -4.894704 1.671278 6.131766 -0.661681
-11.828901 1.711737 -0.078342 0.126802 6.718725 0.000840
-11.782212 -13.427346 -2.160604 1.709684 6.162388 0.313519
-13.545775 -0.613189 -15.206989 0.288524 3.780675 0.323908
5.267830 13.765808 7.380234 1.257561 8.048496 1.761844
-2.737896 5.013513 -14.227036 -0.169154 5.447242 -0.878979
-2.276609 12.218628 10.646898 -0.465321 7.299167 2.176144
-14.943874 -4.418993 4.707883 1.352862 5.139391 -0.426202
-0.615806 15.544084 -13.143347 -0.086391 5.964740 -1.843877
-5.570729 13.833319 -14.301281 -0.634014 5.302591 -1.627654
-6.497133 -3.862951 12.332960 0.735790 5.804203 -1.396689
9.588643 4.601175 10.360720 0.555709 5.586887 0.600454
-13.842812 -1.714269 -15.602529 0.382919 3.708495 0.431596
3.382761 -10.758439 8.793801 -0.730683 7.641265 -1.899479
-1.613270 -6.240026 4.617492 0.824613 12.749038 -2.360202
10.515353 -12.124328 10.172787 -1.244436 5.433886 -1.203895
-12.126811 11.180071 13.861559 -0.901538 4.398764 1.030503
-12.667257 -5.025281 8.431665 1.291467 5.323866 -0.859635
-1.091291 -9.480315 10.921783 0.211263 7.100450 -2.114352
11.064328 -0.083302 -5.601007 -0.731941 6.416337 0.370525
15.228529 0.016994 -11.086073 -0.310098 4.092138 0.225746
-2.855063 -10.468463 6.446290 0.797796 8.932835 -1.801299
-12.016713 16.017135 -0.634396 -1.856922 6.324962 -0.098032
-9.906887 -3.221576 9.448936 1.089695 5.891624 -1.039323
4.280000 17.622341 15.198783 0.434407 5.019184 1.542631
0.818711 2.142657 -12.399734 0.003825 6.361274 -0.057932
1.586714 15.673780 6.856647 0.400103 8.496682 1.728961
-1.693738 12.820600 -9.527847 -0.396017 7.900765 -2.227728
15.814006 4.296051 -11.521570 0.333234 3.937180 -0.242784
14.184908 -3.310268 13.372587 -0.642971 4.028452 -0.606150
12.085606 11.793790 9.646218 1.339601 5.284995 1.069213
3.464483 13.147739 15.153886 0.385551 5.250656 1.686428
0.774039 -10.304125 -12.028473 -0.128004 6.511382 1.989162
-10.137933 6.779476 11.394102 -0.802991 5.224225 0.902488
-7.683133 6.372597 11.634426 -0.713063 5.738923 1.079778
-7.960425 4.902547 12.001521 -0.483220 5.478422 0.728526
5.409770 5.548846 -14.737852 0.311992 5.014253 -0.849961
2.729399 12.299583 -2.028391 1.301171 12.314569 -0.966983
-8.370379 0.294030 -2.586176 1.033560 9.492712 0.319337
8.097022 5.109524 2.345278 1.797112 9.898967 0.520528
-14.263388 -1.606826 -8.464558 0.720555 4.728651 0.427611
-1.576169 -11.049588 13.674185 0.210360 5.787397 -1.824996
-12.328826 2.794936 7.172307 -0.221248 5.478753 0.128711
-4.216234 -9.576586 -14.515969 0.493808 5.385562 1.700118
-8.105372 1.583844 3.150670 0.256920 9.574910 -0.099868
5.560922 4.563835 8.554918 0.710865 7.993317 1.093594
5.448421 4.736787 -0.366014 1.619061 15.834536 -0.108765
-6.230759 -1.012787 13.296155 0.371514 5.368694 -0.792795
-5.516743 -5.934451 -10.960719 0.928970 6.668965 1.845686
-15.322895 8.979019 -0.322852 -1.531281 5.281858 -0.032264
9.324445 -13.475020 -14.096403 -0.856508 4.746276 1.294841
-10.682499 7.344483 11.777633 -0.826542 5.016937 0.911277
-14.852827 -1.034031 8.231707 0.603101 4.592704 -0.334249
11.368471 1.685579 -0.010635 -0.147024 7.023624 0.000138
8.633330 13.333198 -14.662663 0.807401 4.801542 -1.371273
13.873490 -3.824793 -9.826277 -0.963425 4.685567 0.682372
4.702019 -1.043819 -11.817432 -0.409771 6.279668 1.029864
-4.996592 -8.514746 -11.538997 0.811481 6.425189 1.874013
-9.307135 14.333361 -12.518287 -1.025585 5.210085 -1.379433
7.972670 3.396920 3.113117 0.854986 9.756463 0.333849
-10.319313 12.607325 -7.877851 -1.587279 6.237834 -1.211742
0.962636 -9.834409 4.934992 -0.341136 10.320672 -1.748846
-0.635582 12.547212 8.988559 -0.163865 8.359824 2.317417
6.054538 8.097261 15.787485 0.439883 4.723216 1.147015
9.541940 -3.472173 6.041821 -1.666800 7.248297 -1.055394
0.414537 13.762161 5.001561 0.148129 10.366731 1.787243
11.366439 -13.420781 -6.564552 -1.486472 5.795528 0.858494
-3.754813 -7.773343 -5.720038 1.336098 10.132194 2.035396
6.864818 -4.526507 7.962123 -1.483958 7.801784 -1.721160
14.640688 1.990394 -2.983444 -0.002808 5.206918 0.000572
-7.418286 7.348612 -8.431364 -1.296352 7.288879 -1.473388
14.601026 -11.689957 11.420026 -1.167441 4.400327 -0.913101
-2.776253 7.583310 -2.702531 -1.698984 16.444131 -1.653869
0.459472 -2.409452 -9.581728 -0.100162 8.596195 2.088762
11.484437 8.025958 13.987107 0.696481 4.387416 0.848257
1.980814 7.393186 12.200946 0.281759 6.583272 1.735511
-2.377133 5.286736 12.772421 -0.209586 6.146055 1.126112
-8.691173 -3.083758 -13.419887 0.639398 4.976707 0.987283
1.707157 16.475333 10.300990 0.300388 6.859064 1.812539
-1.468433 -6.504786 -7.583301 0.500671 9.839956 2.585570
1.758203 -4.073196 -6.155898 -0.791281 12.141954 2.770470
-1.753122 -12.765040 -12.590437 0.245207 5.999126 1.761009
9.854666 11.399470 3.060034 2.226827 7.727024 0.691466
-15.373936 -1.885521 4.574778 0.905136 4.912127 -0.269339
-6.099253 -6.456868 -0.301079 2.625249 11.380629 0.129591
-7.062738 -9.925702 -4.360371 1.815495 8.431057 1.120844
13.672368 6.892982 4.087437 1.300872 5.619145 0.388903
1.710683 1.219605 -5.014094 -0.083593 18.113546 0.245016
4.260089 16.343124 0.999505 1.207913 9.253633 0.283401
10.412415 -10.630893 15.904638 -0.789835 4.296764 -1.206448
-14.743846 -2.223960 -8.553324 0.792576 4.613348 0.459796
-7.116477 -2.903577 5.593710 1.833001 9.121253 -1.440780
-2.983998 14.319542 5.404155 -0.915005 9.459287 1.657115
-13.775221 0.213545 0.238882 0.599173 5.709341 -0.010391
-10.642739 -7.074889 -6.157037 1.812451 6.628407 1.048539
-2.119758 -10.153835 -9.504049 0.458830 7.612064 2.057187
10.516928 6.793026 10.389386 0.902983 5.404034 0.892032
-3.232665 -3.186740 -10.478229 0.584825 7.471326 1.895627
-0.800422 -1.519656 -10.601518 0.120443 7.671521 1.595251
-2.450372 5.599190 -9.156569 -0.480273 8.702181 -1.794690
-10.737524 -1.510689 -11.120246 0.639162 5.097212 0.661944
-8.374731 -3.500956 1.704795 2.494403 9.612843 -0.507771
-1.782411 -11.258009 10.394760 0.332765 7.030821 -1.940638
10.372671 10.992633 -6.553216 1.772673 6.644702 -1.119934
2.305141 -6.508087 12.517157 -0.366204 6.424733 -1.988527
-5.551576 4.650102 -2.474038 -1.632778 14.234794 -0.727641
-4.197812 13.882602 1.180583 -1.556950 10.640763 0.437873
8.568244 16.468240 -9.055091 1.243248 6.116140 -1.313890
-1.691802 10.388870 12.761639 -0.262347 6.354248 1.978941
6.066997 7.575435 6.961506 1.586999 8.909276 1.820984
-11.403004 -12.460392 8.455997 1.395715 5.546165 -1.035004
-7.184215 15.364052 -6.783341 -1.426544 7.302427 -1.346944
-1.017639 -10.473428 -4.331657 0.351450 10.240122 1.495973
5.296724 -6.492119 10.761309 -0.939824 6.807083 -1.909433
-9.383091 -1.304223 3.543243 1.531918 8.172431 -0.578483
-12.939750 14.741196 -8.684893 -1.422433 5.203080 -0.954708
4.707503 -0.030262 -2.113715 -0.786091 17.529260 0.352962
11.137100 15.847844 3.442641 1.801489 6.488745 0.556867
-2.779183 1.698810 4.166491 0.003440 19.896561 -0.005157
-9.761705 8.813047 -3.879553 -2.136121 7.799561 -0.848950
-5.115487 11.963515 15.735868 -0.494963 4.933841 1.522567
-2.193643 -3.907498 13.506095 0.260542 5.922686 -1.604140
-15.940170 -7.232681 -10.659597 1.081777 4.215376 0.723412
-5.426760 4.427859 3.911538 -1.388320 12.894163 1.000683
-1.002347 10.297061 -3.248395 -0.596190 14.166502 -1.932126
4.477363 15.086841 -11.858924 0.671910 6.183755 -1.779649
3.599991 -2.089315 -12.590738 -0.370814 6.130172 1.296898
8.416587 8.408578 4.798383 2.102763 8.456410 1.198807
5.072914 -9.287580 13.048356 -0.681337 5.793992 -1.752508
15.531870 -11.430659 -9.583706 -1.279186 4.469668 0.789303
2.722009 -10.910521 7.954479 -0.644818 8.097313 -1.884339
-7.171488 12.542115 14.150010 -0.764026 5.151192 1.507494
9.357711 -10.983728 1.481225 -1.982189 7.567029 -0.313759
-15.035309 1.624158 -10.342485 0.064463 4.213319 0.044342
-13.230049 -12.109769 0.840472 1.800612 5.880349 -0.114388
-6.616274 2.967656 -9.630257 -0.243770 6.820596 -0.354817
-13.789836 15.517764 -9.188722 -1.351379 4.895739 -0.900478
0.767884 7.509863 5.113079 0.413483 14.341735 2.753241
-4.058134 -6.626019 11.805050 0.669914 6.545701 -1.948769
15.839820 -11.460906 -1.173505 -1.669721 5.090509 0.123703
7.145338 -9.521018 12.676059 -0.895618 5.582792 -1.588854
-1.009018 3.094173 -10.454318 -0.054555 7.692395 -0.565241
-4.712781 -5.555651 -6.276527 1.630253 9.981117 2.171186
6.068220 1.431855 1.860421 -0.384060 14.220818 -0.117747
-2.832983 -13.271220 0.400486 0.775536 9.174385 -0.109634
-0.768284 -9.338471 4.364030 0.301053 10.950319 -1.710051
-9.412242 -8.063409 -4.487695 2.056447 7.579561 0.980500
-14.883785 16.849631 9.583729 -1.280823 4.574461 0.824727
7.503776 6.466553 -12.444352 0.638033 5.491034 -1.058122
-10.193995 3.875109 -3.860078 -0.843004 7.397889 -0.319214
-1.192394 -6.453542 -12.329010 0.199246 6.599124 2.060143
9.637270 5.778215 0.068387 1.887545 8.548668 0.013394
8.458404 10.254986 -2.397071 2.472550 8.988518 -0.700709
-15.020182 13.225886 -10.841839 -1.178089 4.404533 -0.850366
4.757936 -13.257175 -9.592474 -0.780212 6.622088 1.572985
-3.727174 -2.068328 9.785764 0.643236 7.819061 -1.688828
-0.781001 14.163962 6.440074 -0.236181 9.357440 1.947529
0.027226 15.572526 -11.301644 0.004627 6.666591 -1.920765
-13.878938 -1.491042 7.163594 0.799980 5.040011 -0.412909
-10.617635 16.139757 11.464693 -1.135372 5.137700 1.225950
-2.570597 9.729358 9.968902 -0.593093 7.902141 2.300043
-7.979588 2.905517 2.220887 -0.599473 10.149643 0.166846
3.495638 10.624886 -12.170502 0.561800 6.455219 -1.955978
7.578565 -12.215778 -5.575465 -1.490697 7.321926 1.096689
-15.499960 -6.637336 -4.256267 1.528519 5.064804 0.419729
-14.814255 0.509863 -0.886567 0.442887 5.261270 0.026505
-15.266276 -7.398402 7.014250 1.406621 4.849534 -0.646287
-5.630781 -1.867230 -10.636602 0.681998 6.710807 1.288302
-7.560400 4.299213 1.485893 -1.538099 10.997456 0.302292
8.718578 -9.213768 -1.185751 -2.220493 8.333592 0.301993
-2.186407 14.669267 10.873078 -0.396817 6.884544 1.973385
14.799656 14.519718 -13.665558 0.995306 4.051041 -0.919035
-12.337099 17.871929 6.644463 -1.461070 5.487893 0.786897
1.597698 7.112483 12.842824 0.198014 6.255447 1.591704
12.204611 12.591505 -9.942750 1.320831 5.190657 -1.076044
2.820447 -0.035470 15.985380 -0.089156 4.791609 -0.505307
12.359583 -2.929836 -7.218468 -1.173540 5.602556 0.685392
-14.609297 14.105017 -12.107236 -1.105971 4.303563 -0.916557
-7.693021 -0.633191 4.800184 1.298645 9.129842 -0.810310
15.498199 0.270293 4.703319 -0.421414 4.796207 -0.127889
12.957634 -8.560341 12.663272 -1.049530 4.499505 -1.025687
-12.294656 -2.732292 -0.211464 1.633055 6.594142 0.028088
11.910376 12.660273 6.969508 1.648273 5.894177 0.964508
-7.880461 4.080305 11.146908 -0.405731 5.775789 0.573906
-5.868093 2.641268 -4.507667 -0.376654 11.664452 -0.289333
-12.410173 5.453665 1.631454 -1.250615 6.409563 0.164407
-12.887596 13.446600 -0.862018 -1.971621 6.218420 -0.131877
-6.209990 2.657505 15.217794 -0.062447 4.706517 0.153028
5.816641 11.475830 -14.267164 0.645143 5.302996 -1.582419
-4.578426 12.276555 12.786827 -0.652714 5.995167 1.822930
0.552002 16.112101 -11.461126 0.089762 6.522200 -1.863712
8.997205 17.254285 14.235778 0.834933 4.769591 1.321069
9.709526 -13.113602 -1.012989 -1.743669 6.989911 0.181916
15.391635 -5.278234 9.164750 -1.084521 4.478138 -0.645764
9.528597 12.882121 -12.676467 1.019233 5.151415 -1.355947
-1.852095 -6.975077 1.665129 1.098244 14.147645 -0.987378
